	card1	card2	suited	force	qualifies	hrank
691	♢5	♡J	False	0	True	Two Pair
692	♣2	♢5	False	1	True	One Pair
693	♣4	♠6	False	0	False	High Card
694	♠J	♡3	False	0	True	Three Of A Kind
695	♠A	♡8	False	0	True	Three Of A Kind
696	♣J	♠T	False	0	True	Two Pair
697	♣9	♠K	False	0	True	One Pair
698	♢T	♢2	True	2	True	Four Of A Kind
699	♣3	♢4	False	0	False	One Pair
700	♡2	♠Q	False	1	True	Straight
701	♣A	♢5	False	0	False	One Pair
702	♢J	♡J	False	2	False	One Pair
703	♣8	♠A	False	0	True	Three Of A Kind
704	♡8	♣3	False	0	False	One Pair
705	♠Q	♣3	False	0	True	One Pair
706	♢6	♣2	False	2	True	Four Of A Kind
707	♣J	♢5	False	0	True	One Pair
708	♡7	♢Q	False	0	True	Three Of A Kind
709	♢6	♢Q	True	0	False	High Card
710	♣7	♢7	False	2	True	Two Pair
711	♣Q	♢7	False	0	False	One Pair
712	♠4	♠7	True	0	False	High Card
713	♢J	♢5	True	0	False	One Pair
714	♣7	♣4	True	0	True	Two Pair
715	♡K	♢4	False	0	True	Three Of A Kind
716	♡A	♠5	False	0	True	Two Pair
717	♣T	♢T	False	2	True	Two Pair
718	♡9	♡7	True	0	True	Four Of A Kind
719	♡5	♡9	True	0	True	Three Of A Kind
720	♡T	♠Q	False	0	True	One Pair
721	♠9	♡3	False	0	False	One Pair
722	♡7	♣3	False	0	True	One Pair
723	♢7	♠3	False	0	True	One Pair
724	♣5	♠8	False	0	True	Two Pair
725	♣J	♢J	False	2	True	Three Of A Kind
726	♣2	♢7	False	1	True	Four Of A Kind
727	♡8	♣Q	False	0	False	One Pair
728	♣9	♣9	True	2	True	Two Pair
729	♢2	♠2	False	1	True	Straight
730	♡8	♡Q	True	0	True	Full House
731	♠A	♢2	False	2	True	Three Of A Kind
732	♠Q	♡A	False	2	False	One Pair
733	♣6	♢T	False	0	True	Four Of A Kind
734	♢Q	♣4	False	0	True	Two Pair
735	♢7	♠Q	False	0	False	One Pair
736	♢3	♡8	False	0	True	Three Of A Kind
737	♣9	♣4	True	0	True	Flush
738	♢Q	♡T	False	0	False	One Pair
739	♢6	♡J	False	0	False	High Card
740	♡9	♡J	True	0	True	Straight Flush
741	♠K	♠9	True	0	True	Three Of A Kind
742	♢9	♣3	False	0	True	Three Of A Kind
743	♢A	♡6	False	0	True	One Pair
744	♢5	♡A	False	0	False	High Card
745	♣8	♠6	False	0	True	Three Of A Kind
746	♡T	♣A	False	0	True	Three Of A Kind
747	♢5	♣A	False	0	True	Three Of A Kind
748	♡K	♣9	False	0	True	Three Of A Kind
749	♡8	♢9	False	0	False	One Pair
750	♣8	♢8	False	2	True	Three Of A Kind
751	♣2	♠4	False	1	True	Four Of A Kind
752	♣K	♣3	True	0	False	One Pair
753	♠5	♢3	False	0	True	One Pair
754	♡K	♢2	False	2	True	Three Of A Kind
755	♣5	♣K	True	0	True	Two Pair
756	♢J	♣4	False	0	True	Two Pair
757	♠4	♡5	False	0	True	One Pair
758	♣9	♣2	True	2	True	Straight
759	♡8	♢K	False	0	True	Three Of A Kind
760	♠8	♡5	False	0	True	Full House
761	♢7	♠7	False	2	True	Three Of A Kind
762	♠8	♣4	False	0	True	One Pair
763	♠8	♣A	False	0	False	One Pair
764	♢6	♣5	False	0	True	Three Of A Kind
765	♡7	♡9	True	0	False	One Pair
766	♠4	♠2	True	2	True	Four Of A Kind
767	♣2	♠K	False	1	True	Three Of A Kind
768	♣Q	♠5	False	0	True	One Pair
769	♠9	♠8	True	0	False	One Pair
770	♡8	♢8	False	2	True	Four Of A Kind
771	♢J	♢2	True	2	True	One Pair
772	♢K	♡2	False	2	True	Straight
773	♢K	♡A	False	2	False	One Pair
774	♣3	♣Q	True	0	True	Flush
775	♢3	♠7	False	0	True	Three Of A Kind
776	♠K	♡T	False	0	True	One Pair
777	♢4	♠A	False	0	True	Three Of A Kind
778	♢4	♠K	False	0	False	High Card
779	♡A	♢8	False	0	False	High Card
780	♣2	♠K	False	1	True	Four Of A Kind
781	♠J	♣3	False	0	False	High Card
782	♡Q	♠J	False	0	False	High Card
783	♡A	♡6	True	0	True	Two Pair
784	♣9	♢K	False	0	False	High Card
785	♢Q	♡8	False	0	True	Three Of A Kind
786	♢J	♣4	False	0	True	Four Of A Kind
787	♡T	♠Q	False	0	False	One Pair
788	♠7	♡J	False	0	True	Three Of A Kind
789	♡K	♡J	True	2	True	Three Of A Kind
790	♠K	♣8	False	0	True	One Pair
791	♢K	♡Q	False	2	True	Three Of A Kind
792	♣Q	♢Q	False	2	True	Two Pair
793	♢Q	♠Q	False	2	True	Two Pair
794	♠6	♡J	False	0	False	One Pair
795	♠6	♡9	False	0	True	Three Of A Kind
796	♠A	♠Q	True	2	True	Full House
797	♣K	♠5	False	0	False	High Card
798	♡K	♣8	False	0	False	One Pair
799	♠2	♠3	True	1	True	Three Of A Kind
800	♡7	♠K	False	0	True	One Pair
801	♣T	♣5	True	0	False	One Pair
802	♡2	♢T	False	1	True	One Pair
803	♠2	♢J	False	1	True	One Pair
804	♣5	♡3	False	0	True	Two Pair
805	♡8	♠2	False	2	True	Straight
806	♠4	♢7	False	0	False	One Pair
807	♠8	♠Q	True	0	True	Full House
808	♠6	♣J	False	0	True	Three Of A Kind
809	♡8	♠3	False	0	True	Four Of A Kind
810	♣3	♠J	False	0	True	Straight
811	♠J	♠3	True	0	True	One Pair
812	♣5	♢Q	False	0	True	Two Pair
813	♢2	♠2	False	1	True	Three Of A Kind
814	♠K	♠3	True	0	True	Three Of A Kind
815	♡8	♠K	False	0	True	Three Of A Kind
816	♡7	♡8	True	0	True	Three Of A Kind
817	♢4	♡A	False	0	True	Three Of A Kind
818	♡J	♠2	False	2	True	Four Of A Kind
819	♠3	♡4	False	0	True	Three Of A Kind
820	♠6	♠4	True	0	False	One Pair
821	♣A	♡Q	False	2	False	One Pair
822	♡7	♣9	False	0	False	One Pair
823	♢6	♠2	False	2	True	One Pair
824	♡4	♣K	False	0	False	One Pair
825	♢5	♣T	False	0	False	High Card
826	♣J	♡K	False	0	True	Three Of A Kind
827	♠T	♣T	False	2	True	Four Of A Kind
828	♠8	♡2	False	2	True	Four Of A Kind
829	♢8	♡K	False	0	True	One Pair
830	♡2	♢J	False	1	True	Three Of A Kind
831	♢2	♡9	False	1	True	Four Of A Kind
832	♢A	♠6	False	0	True	Three Of A Kind
833	♠3	♢5	False	0	True	Four Of A Kind
834	♣2	♢2	False	1	True	Four Of A Kind
835	♣A	♡7	False	0	False	High Card
836	♣4	♠5	False	0	True	Three Of A Kind
837	♠5	♠4	True	0	True	Three Of A Kind
838	♡7	♢4	False	0	True	Full House
839	♢K	♢7	True	0	False	One Pair
840	♣6	♣5	True	0	True	Full House
841	♢9	♣7	False	0	False	One Pair
842	♠2	♣A	False	1	True	Three Of A Kind
843	♢Q	♠2	False	2	True	Four Of A Kind
844	♡K	♠6	False	0	True	Two Pair
845	♣J	♡8	False	0	False	High Card
846	♠A	♣7	False	0	True	Three Of A Kind
847	♠K	♡A	False	2	True	One Pair
848	♢2	♣K	False	1	True	Full House
849	♣Q	♢8	False	0	True	Three Of A Kind
850	♡3	♣2	False	2	False	One Pair
851	♣A	♣6	True	0	True	One Pair
852	♠6	♣Q	False	0	False	High Card
853	♡A	♢2	False	2	True	One Pair
854	♠6	♣3	False	0	False	One Pair
855	♡5	♢3	False	0	True	Three Of A Kind
856	♠J	♣A	False	0	True	Two Pair
857	♡9	♡A	True	0	True	Two Pair
858	♢5	♢J	True	0	True	Two Pair
859	♣9	♡9	False	2	True	Full House
860	♠9	♣6	False	0	True	Two Pair
861	♡J	♡K	True	2	False	One Pair
862	♡4	♠3	False	0	False	High Card
863	♡J	♠5	False	0	False	One Pair
864	♠K	♠7	True	0	False	One Pair
865	♣7	♣K	True	0	True	Three Of A Kind
866	♡J	♣9	False	0	False	One Pair
867	♢4	♢J	True	0	True	One Pair
868	♠T	♢K	False	0	True	Three Of A Kind
869	♢6	♢A	True	0	True	Three Of A Kind
870	♠8	♠7	True	0	False	One Pair
871	♡T	♠K	False	0	True	Three Of A Kind
872	♡3	♢A	False	0	True	Three Of A Kind
873	♡8	♠3	False	0	True	Three Of A Kind
874	♡K	♣5	False	0	True	Three Of A Kind
875	♣7	♠7	False	2	True	Four Of A Kind
876	♣2	♡8	False	1	True	Three Of A Kind
877	♣4	♣Q	True	0	False	High Card
878	♣2	♠T	False	1	False	One Pair
879	♣A	♠J	False	0	False	One Pair
880	♠Q	♠A	True	2	True	Two Pair
881	♢T	♢6	True	0	True	Three Of A Kind
882	♠4	♢9	False	0	True	Three Of A Kind
883	♣4	♣3	True	0	True	Four Of A Kind
884	♠A	♠K	True	2	True	Three Of A Kind
885	♡5	♣T	False	0	False	One Pair
886	♢5	♢J	True	0	False	One Pair
887	♠2	♣J	False	1	True	Three Of A Kind
888	♡T	♣K	False	0	False	High Card
889	♠6	♣2	False	2	True	Four Of A Kind
890	♢Q	♠Q	False	2	True	Full House
891	♠J	♡9	False	0	False	High Card
892	♣2	♣4	True	1	True	Straight
893	♠9	♣A	False	0	False	One Pair
894	♢9	♣K	False	0	True	Three Of A Kind
895	♢9	♡9	False	2	True	Two Pair
896	♠5	♣3	False	0	True	Three Of A Kind
897	♡A	♣Q	False	2	False	One Pair
898	♡5	♡3	True	0	True	Three Of A Kind
899	♢3	♠3	False	2	False	One Pair
900	♢5	♢4	True	0	False	High Card
901	♠K	♣T	False	0	True	Flush
902	♡7	♡9	True	0	False	One Pair
903	♡2	♡A	True	1	True	Three Of A Kind
904	♠8	♡J	False	0	True	Three Of A Kind
905	♠9	♣Q	False	0	True	Three Of A Kind
906	♢J	♢4	True	0	False	One Pair
907	♡3	♢A	False	0	False	One Pair
908	♡9	♡4	True	0	False	One Pair
909	♡7	♣K	False	0	True	One Pair
910	♡6	♢Q	False	0	False	High Card
911	♡2	♡A	True	1	True	Three Of A Kind
912	♠6	♠4	True	0	True	Three Of A Kind
913	♡9	♣A	False	0	True	Full House
914	♣9	♡5	False	0	True	Full House
915	♢9	♡8	False	0	True	Three Of A Kind
916	♣K	♠Q	False	2	False	One Pair
917	♠2	♢8	False	1	True	Four Of A Kind
918	♡J	♢2	False	2	True	One Pair
919	♡T	♡A	True	2	True	Three Of A Kind
920	♢6	♠6	False	2	True	Three Of A Kind
921	♣6	♡4	False	0	False	One Pair
922	♡4	♢7	False	0	True	One Pair
923	♡6	♣3	False	0	False	High Card
924	♢3	♠9	False	0	True	Two Pair
925	♡4	♢8	False	0	False	High Card
926	♠6	♣Q	False	0	True	Three Of A Kind
927	♡2	♠7	False	1	False	One Pair
928	♠A	♠Q	True	2	True	Three Of A Kind
929	♢A	♣3	False	0	True	One Pair
930	♣T	♠A	False	0	True	One Pair
931	♠4	♡J	False	0	True	Three Of A Kind
932	♠8	♡J	False	0	True	Three Of A Kind
933	♢5	♢Q	True	0	True	Two Pair
934	♣8	♣J	True	0	True	Three Of A Kind
935	♠2	♢Q	False	1	True	Three Of A Kind
936	♢A	♡9	False	0	True	Three Of A Kind
937	♣A	♠7	False	0	False	One Pair
938	♠4	♣6	False	0	True	One Pair
939	♠4	♢9	False	0	True	Three Of A Kind
940	♣A	♣6	True	0	False	One Pair
941	♡2	♣J	False	1	True	Four Of A Kind
942	♣T	♢6	False	0	False	High Card
943	♣Q	♣3	True	0	True	Two Pair
944	♠K	♡K	False	2	False	One Pair
945	♣5	♡Q	False	0	False	One Pair
946	♢5	♣4	False	0	True	Two Pair
947	♢4	♠7	False	0	False	One Pair
948	♡8	♣T	False	0	False	One Pair
949	♢5	♠5	False	2	True	One Pair
950	♣Q	♢2	False	2	True	Four Of A Kind
951	♠Q	♢7	False	0	False	High Card
952	♠Q	♠Q	True	2	True	Full House
953	♣T	♢A	False	0	True	Full House
954	♡2	♠2	False	1	True	Four Of A Kind
955	♡A	♡Q	True	2	True	Three Of A Kind
956	♣3	♠8	False	0	False	One Pair
957	♢K	♣9	False	0	False	High Card
958	♢Q	♣5	False	0	True	Four Of A Kind
959	♠9	♢T	False	0	True	Straight
960	♡6	♡5	True	0	False	One Pair
961	♡Q	♣2	False	2	True	Four Of A Kind
962	♠T	♡A	False	0	True	Full House
963	♣T	♣T	True	2	True	Four Of A Kind
964	♡7	♢7	False	2	False	One Pair
965	♠A	♢8	False	0	True	Two Pair
966	♣4	♢K	False	0	True	Two Pair
967	♣J	♠8	False	0	True	Full House
968	♡8	♢A	False	0	False	One Pair
969	♡T	♣8	False	0	True	Three Of A Kind
970	♢7	♡J	False	0	True	Two Pair
971	♢K	♠5	False	0	True	Three Of A Kind
972	♡4	♣6	False	0	True	Two Pair
973	♡T	♣4	False	0	True	Three Of A Kind
974	♡5	♡Q	True	0	False	One Pair
975	♢2	♡T	False	1	True	Straight
976	♣6	♡2	False	2	True	One Pair
977	♢4	♠5	False	0	True	Three Of A Kind
978	♣9	♢J	False	0	False	One Pair
979	♢7	♢9	True	0	False	High Card
980	♢4	♡3	False	0	True	Two Pair
981	♣5	♠2	False	2	True	Three Of A Kind
982	♢7	♢5	True	0	True	Full House
983	♢8	♡8	False	2	True	Full House
984	♣J	♢Q	False	0	False	One Pair
985	♡A	♢6	False	0	True	Two Pair
986	♣A	♡K	False	2	True	Two Pair
987	♠T	♣K	False	0	False	High Card
988	♢4	♣Q	False	0	True	Three Of A Kind
989	♣Q	♠5	False	0	True	Three Of A Kind
990	♣8	♣4	True	0	False	One Pair
991	♣T	♠3	False	0	False	High Card
992	♠6	♡5	False	0	False	One Pair
993	♢J	♣A	False	0	True	One Pair
994	♡T	♡T	True	2	True	Three Of A Kind
995	♡J	♠4	False	0	False	High Card
996	♡9	♠3	False	0	True	Two Pair
997	♣3	♣3	True	2	True	Three Of A Kind
998	♢8	♢J	True	0	True	Three Of A Kind
999	♠J	♣K	False	0	False	One Pair
0	♣A	♢Q	False	2	True	Three Of A Kind
1	♢5	♢7	True	0	False	One Pair
2	♠4	♡J	False	0	False	One Pair
3	♠8	♠Q	True	0	False	One Pair
4	♣T	♢9	False	0	True	Two Pair
5	♠7	♡6	False	0	True	Three Of A Kind
6	♠K	♣J	False	0	True	Three Of A Kind
7	♠5	♢6	False	0	False	High Card
8	♣4	♡5	False	0	True	Two Pair
9	♡K	♢J	False	0	True	Three Of A Kind
10	♣7	♡4	False	0	False	One Pair
11	♢3	♠Q	False	0	True	Full House
12	♠6	♠5	True	0	True	Three Of A Kind
13	♣6	♡A	False	0	False	High Card
14	♠6	♡8	False	0	True	Full House
15	♢6	♢2	True	2	True	Three Of A Kind
16	♣2	♢K	False	1	True	Full House
17	♠A	♠7	True	0	True	One Pair
18	♠3	♣K	False	0	True	Three Of A Kind
19	♠J	♠8	True	0	True	One Pair
20	♡Q	♠A	False	2	True	One Pair
21	♢K	♡6	False	0	True	Three Of A Kind
22	♣8	♢6	False	0	True	Four Of A Kind
23	♣9	♠A	False	0	True	One Pair
24	♡5	♣7	False	0	True	Full House
25	♢4	♡4	False	2	True	Full House
26	♣T	♡T	False	2	True	Full House
27	♣4	♡4	False	2	True	Four Of A Kind
28	♢A	♠6	False	0	True	One Pair
29	♠A	♢9	False	0	True	Four Of A Kind
30	♣7	♡4	False	0	False	One Pair
31	♠2	♢6	False	1	True	Five Of A Kind
32	♢T	♡6	False	0	False	One Pair
33	♣T	♡K	False	0	False	One Pair
34	♢4	♢A	True	0	True	Two Pair
35	♣K	♠T	False	0	False	One Pair
36	♣J	♢A	False	0	True	Four Of A Kind
37	♢6	♠9	False	0	True	Three Of A Kind
38	♠6	♣2	False	2	True	Three Of A Kind
39	♠6	♣8	False	0	True	Three Of A Kind
40	♢T	♢6	True	0	True	Flush
41	♠9	♢Q	False	0	False	One Pair
42	♢T	♣3	False	0	True	Two Pair
43	♣T	♡J	False	0	False	One Pair
44	♢4	♡4	False	2	False	One Pair
45	♡A	♠6	False	0	True	Two Pair
46	♣9	♢6	False	0	False	One Pair
47	♡A	♣Q	False	2	True	Flush
48	♣K	♠3	False	0	True	Three Of A Kind
49	♠Q	♣5	False	0	True	One Pair
50	♡8	♠9	False	0	True	Three Of A Kind
51	♡3	♡2	True	2	True	Four Of A Kind
52	♣Q	♢J	False	0	True	Straight
53	♢2	♠7	False	1	True	Three Of A Kind
54	♡6	♣Q	False	0	True	Three Of A Kind
55	♡J	♢4	False	0	True	Straight
56	♣4	♡K	False	0	False	High Card
57	♣3	♠2	False	2	False	One Pair
58	♡T	♠9	False	0	True	One Pair
59	♠4	♡4	False	2	True	Three Of A Kind
60	♣J	♣4	True	0	False	One Pair
61	♢6	♠K	False	0	True	Three Of A Kind
62	♠4	♢6	False	0	False	One Pair
63	♢6	♡K	False	0	True	One Pair
64	♣A	♠A	False	2	True	Three Of A Kind
65	♡Q	♢4	False	0	True	Two Pair
66	♣K	♣7	True	0	True	Full House
67	♠K	♠Q	True	2	True	One Pair
68	♠5	♢K	False	0	True	Flush
69	♢6	♢Q	True	0	True	Three Of A Kind
70	♡J	♡8	True	0	True	Three Of A Kind
71	♣Q	♡7	False	0	True	Four Of A Kind
72	♣T	♣3	True	0	False	One Pair
73	♡3	♣A	False	0	True	One Pair
74	♣8	♢7	False	0	True	Two Pair
75	♢5	♣4	False	0	True	Three Of A Kind
76	♠J	♠Q	True	2	True	Three Of A Kind
77	♡3	♡Q	True	0	True	Straight
78	♢K	♠5	False	0	False	One Pair
79	♣9	♡2	False	2	True	Three Of A Kind
80	♢4	♠3	False	0	False	One Pair
81	♡A	♣Q	False	2	False	One Pair
82	♢2	♣7	False	1	True	Four Of A Kind
83	♠9	♣4	False	0	False	One Pair
84	♢4	♠K	False	0	False	One Pair
85	♢K	♢8	True	0	True	One Pair
86	♢8	♡J	False	0	False	One Pair
87	♡7	♣8	False	0	True	One Pair
88	♢T	♣4	False	0	False	One Pair
89	♣3	♣J	True	0	True	Three Of A Kind
90	♢8	♢8	True	2	True	Three Of A Kind
91	♡A	♢K	False	2	False	High Card
92	♣6	♢T	False	0	True	Three Of A Kind
93	♢4	♣6	False	0	False	One Pair
94	♢5	♠Q	False	0	False	One Pair
95	♠4	♢2	False	2	True	Five Of A Kind
96	♢6	♣7	False	0	False	One Pair
97	♠8	♡Q	False	0	True	One Pair
98	♣6	♢8	False	0	True	Three Of A Kind
99	♠7	♣A	False	0	True	Three Of A Kind
100	♢6	♠T	False	0	True	Three Of A Kind
101	♠8	♣K	False	0	True	Three Of A Kind
102	♣3	♠9	False	0	False	One Pair
103	♠7	♡3	False	0	False	High Card
104	♡A	♡2	True	2	True	Five Of A Kind
105	♢J	♣2	False	2	True	One Pair
106	♢8	♢A	True	0	True	Four Of A Kind
107	♣A	♢9	False	0	False	High Card
108	♢K	♡2	False	2	True	Three Of A Kind
109	♣K	♠J	False	0	True	Three Of A Kind
110	♣T	♡4	False	0	False	One Pair
111	♣J	♡K	False	0	False	One Pair
112	♡4	♡6	True	0	False	One Pair
113	♢Q	♠J	False	0	True	Three Of A Kind
114	♣2	♠K	False	1	True	Straight
115	♡3	♣Q	False	0	True	Four Of A Kind
116	♢A	♠5	False	0	True	Five Of A Kind
117	♡A	♣5	False	0	True	Three Of A Kind
118	♣4	♡J	False	0	True	Full House
119	♣6	♣4	True	0	False	One Pair
120	♣6	♢Q	False	0	False	One Pair
121	♢3	♠6	False	0	False	One Pair
122	♣A	♠4	False	0	True	Three Of A Kind
123	♢4	♢5	True	0	True	Two Pair
124	♠5	♠Q	True	0	True	Three Of A Kind
125	♡J	♢7	False	0	False	One Pair
126	♣7	♢K	False	0	True	Four Of A Kind
127	♡K	♡4	True	0	True	Flush
128	♣3	♢J	False	0	False	High Card
129	♡3	♡9	True	0	True	Three Of A Kind
130	♡7	♡K	True	0	True	Three Of A Kind
131	♣9	♢J	False	0	True	Two Pair
132	♢5	♡2	False	2	False	One Pair
133	♡5	♠9	False	0	False	One Pair
134	♣5	♠8	False	0	True	Three Of A Kind
135	♣3	♠4	False	0	False	One Pair
136	♣K	♢Q	False	2	False	One Pair
137	♣A	♣A	True	2	True	Two Pair
138	♢2	♠2	False	1	True	Four Of A Kind
139	♢J	♣T	False	0	True	Two Pair
140	♣8	♢A	False	0	True	Two Pair
141	♣9	♡2	False	2	True	Four Of A Kind
142	♣A	♢Q	False	2	True	Two Pair
143	♠8	♡A	False	0	False	One Pair
144	♣3	♡K	False	0	False	High Card
145	♡9	♢7	False	0	True	Four Of A Kind
146	♠9	♠2	True	2	True	Three Of A Kind
147	♠6	♠T	True	0	False	One Pair
148	♣4	♡K	False	0	False	One Pair
149	♢J	♡4	False	0	True	Three Of A Kind
150	♡J	♢9	False	0	True	Three Of A Kind
151	♠Q	♣J	False	0	True	Full House
152	♠A	♢T	False	0	True	Two Pair
153	♣8	♣2	True	2	True	Straight
154	♣9	♢7	False	0	True	Three Of A Kind
155	♡6	♣K	False	0	True	Two Pair
156	♠7	♣9	False	0	False	One Pair
157	♣Q	♠A	False	2	True	Three Of A Kind
158	♣7	♣6	True	0	True	Three Of A Kind
159	♠T	♣T	False	2	False	One Pair
160	♢J	♠K	False	0	True	One Pair
161	♡9	♣A	False	0	True	One Pair
162	♠T	♣4	False	0	True	Two Pair
163	♣5	♠4	False	0	True	Two Pair
164	♠3	♢3	False	2	True	Three Of A Kind
165	♢T	♡2	False	2	True	Three Of A Kind
166	♡J	♡A	True	2	False	One Pair
167	♡9	♡Q	True	0	False	One Pair
168	♡K	♢7	False	0	False	One Pair
169	♣6	♢T	False	0	True	Straight Flush
170	♡8	♠4	False	0	True	Three Of A Kind
171	♣8	♢3	False	0	True	Straight
172	♡T	♠K	False	0	False	High Card
173	♣A	♢J	False	0	True	Straight
174	♢6	♡3	False	0	False	High Card
175	♣J	♡7	False	0	False	One Pair
176	♠K	♡8	False	0	False	One Pair
177	♢8	♣8	False	2	True	Two Pair
178	♢K	♠3	False	0	False	One Pair
179	♠2	♠2	True	1	True	Four Of A Kind
180	♢7	♡J	False	0	True	One Pair
181	♣5	♡9	False	0	True	Two Pair
182	♠6	♣4	False	0	True	Two Pair
183	♠7	♡T	False	0	True	Three Of A Kind
184	♡2	♣9	False	1	True	Flush
185	♣6	♣7	True	0	False	One Pair
186	♣8	♠5	False	0	True	Four Of A Kind
187	♢3	♠K	False	0	False	One Pair
188	♠7	♣J	False	0	True	Four Of A Kind
189	♢T	♣J	False	0	True	Three Of A Kind
190	♠8	♠2	True	2	True	Three Of A Kind
191	♣K	♢A	False	2	True	Two Pair
192	♣J	♠6	False	0	False	One Pair
193	♠8	♡Q	False	0	True	One Pair
194	♡J	♣3	False	0	False	One Pair
195	♠4	♢T	False	0	False	One Pair
196	♢T	♠3	False	0	True	Straight
197	♣T	♣9	True	0	False	One Pair
198	♢9	♠K	False	0	True	Four Deuces
199	♡8	♢2	False	2	True	Four Of A Kind
200	♣6	♠Q	False	0	False	One Pair
201	♢4	♣Q	False	0	False	One Pair
202	♢K	♡5	False	0	False	One Pair
203	♡A	♢J	False	0	True	Three Of A Kind
204	♢T	♠A	False	0	True	Straight
205	♣6	♡3	False	0	False	One Pair
206	♠T	♢K	False	0	False	One Pair
207	♣3	♢7	False	0	True	Two Pair
208	♣4	♢3	False	0	False	One Pair
209	♢A	♢3	True	0	True	Three Of A Kind
210	♢K	♡K	False	2	True	Three Of A Kind
211	♢3	♡8	False	0	True	Three Of A Kind
212	♠3	♠7	True	0	True	Three Of A Kind
213	♣A	♠J	False	0	True	Three Of A Kind
214	♡T	♡4	True	0	True	Three Of A Kind
215	♢7	♢2	True	2	True	Flush
216	♡K	♠K	False	2	False	One Pair
217	♣6	♠7	False	0	False	One Pair
218	♡T	♡7	True	0	False	One Pair
219	♡A	♣8	False	0	True	Four Of A Kind
220	♢A	♣Q	False	2	True	Three Of A Kind
221	♢J	♣5	False	0	False	One Pair
222	♣2	♣4	True	1	True	Three Of A Kind
223	♠A	♣3	False	0	True	Three Of A Kind
224	♠4	♠7	True	0	True	Two Pair
225	♡2	♡8	True	1	True	Three Of A Kind
226	♣K	♢5	False	0	False	High Card
227	♢2	♢4	True	1	True	One Pair
228	♣9	♡T	False	0	True	Two Pair
229	♠A	♢7	False	0	True	Two Pair
230	♣K	♣8	True	0	True	One Pair
231	♠2	♠9	True	1	True	Three Of A Kind
232	♢8	♣8	False	2	True	Four Of A Kind
233	♡T	♡5	True	0	True	Three Of A Kind
234	♣4	♢8	False	0	False	High Card
235	♣9	♠8	False	0	False	One Pair
236	♠8	♣6	False	0	False	One Pair
237	♢A	♠A	False	2	True	Three Of A Kind
238	♣6	♣4	True	0	True	Two Pair
239	♢3	♡T	False	0	True	Three Of A Kind
240	♢T	♡3	False	0	True	Three Of A Kind
241	♣6	♡Q	False	0	False	One Pair
242	♢9	♠J	False	0	True	Two Pair
243	♢9	♠Q	False	0	True	Two Pair
244	♠Q	♢7	False	0	False	High Card
245	♠A	♣2	False	2	True	Three Of A Kind
246	♢8	♣5	False	0	True	Three Of A Kind
247	♡8	♣6	False	0	True	Three Of A Kind
248	♣K	♠5	False	0	True	Two Pair
249	♣A	♢K	False	2	True	Three Of A Kind
250	♠9	♡7	False	0	True	Five Of A Kind
251	♢2	♢9	True	1	True	Four Of A Kind
252	♢A	♡7	False	0	True	One Pair
253	♠T	♣7	False	0	True	Two Pair
254	♢J	♡K	False	0	True	Two Pair
255	♣A	♡9	False	0	True	Three Of A Kind
256	♡9	♡6	True	0	True	Flush
257	♠9	♡4	False	0	False	One Pair
258	♡2	♡8	True	1	True	Straight
259	♡6	♣9	False	0	False	One Pair
260	♡8	♡T	True	0	True	Three Of A Kind
261	♠3	♠5	True	0	True	Three Of A Kind
262	♡5	♢Q	False	0	False	One Pair
263	♣5	♣6	True	0	False	One Pair
264	♡A	♠Q	False	2	True	Three Of A Kind
265	♡3	♢5	False	0	True	Two Pair
266	♣3	♡Q	False	0	False	One Pair
267	♢T	♣7	False	0	True	Flush
268	♡Q	♢K	False	2	True	Three Of A Kind
269	♠5	♠3	True	0	True	Two Pair
270	♠9	♢K	False	0	True	Three Of A Kind
271	♠J	♡2	False	2	True	Four Of A Kind
272	♡K	♠7	False	0	True	Four Of A Kind
273	♣6	♡K	False	0	True	Two Pair
274	♣K	♠A	False	2	True	Three Of A Kind
275	♠2	♣6	False	1	True	Three Of A Kind
276	♠5	♠4	True	0	True	Three Of A Kind
277	♢J	♢K	True	2	False	One Pair
278	♣3	♠Q	False	0	True	One Pair
279	♢3	♢J	True	0	True	Four Of A Kind
280	♢4	♠K	False	0	False	One Pair
281	♠J	♠3	True	0	True	One Pair
282	♠7	♣9	False	0	True	Three Of A Kind
283	♢2	♠Q	False	1	True	Four Of A Kind
284	♣K	♢6	False	0	False	High Card
285	♡A	♡J	True	2	True	Three Of A Kind
286	♡8	♢7	False	0	True	Three Of A Kind
287	♡A	♢8	False	0	False	High Card
288	♢2	♡3	False	1	True	Four Of A Kind
289	♣6	♣7	True	0	False	High Card
290	♠J	♡2	False	2	True	Full House
291	♣8	♡K	False	0	True	Three Of A Kind
292	♡9	♢J	False	0	False	High Card
293	♠3	♡8	False	0	True	Three Of A Kind
294	♠Q	♠Q	True	2	True	Two Pair
295	♠2	♢4	False	1	True	Four Of A Kind
296	♡Q	♢8	False	0	False	One Pair
297	♣J	♢Q	False	0	False	One Pair
298	♣7	♡7	False	2	True	Three Of A Kind
299	♡T	♡3	True	0	True	Three Of A Kind
300	♡A	♣8	False	0	True	Two Pair
301	♠5	♢5	False	2	True	Three Of A Kind
302	♡T	♣8	False	0	True	Three Of A Kind
303	♣5	♢K	False	0	True	Three Of A Kind
304	♣J	♡Q	False	0	False	One Pair
305	♠K	♡K	False	2	True	Three Of A Kind
306	♡6	♢K	False	0	True	Two Pair
307	♢6	♡T	False	0	False	One Pair
